Unnamed: 0,会社名,本社所在地,本社電話番号,本社HP,代表者,設立,資本金,売上高,従業員数,事業内容,関連会社,店舗,所在地,電話番号,新車,中古車,軽自動車,サービス,福祉車両,ウェルキャブステーション
0,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-344-3011,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 清水店,熊本市北区山室５丁目１番１号,096-344-3011,●,,●,●,,
1,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-364-6111,http://www.united-toyotakumamoto.jp/,,,,,,,,ネッツスクエア南熊本店,熊本市中央区南熊本３丁目６－１,096-364-6111,●,,●,●,,
2,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-362-2112,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 本店,熊本市中央区十禅寺四丁目１番１号,096-362-2112,●,,●,●,,
3,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0968-44-2101,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 山鹿店,山鹿市大橋通８０１,0968-44-2101,●,,●,●,,
4,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0968-24-3191,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 菊池店,菊池市大琳寺９１－３,0968-24-3191,●,,●,●,,
5,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-356-2211,http://www.united-toyotakumamoto.jp/,,,,,,,,ネッツスクエア本店,熊本市南区近見７丁目８－４１,096-356-2211,●,●,●,●,,
6,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-339-3333,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 武蔵ケ丘店,熊本市北区楠６丁目６－５０,096-339-3333,●,,●,●,,
7,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-380-5221,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 東バイパス店,熊本市東区下南部３丁目１４－７８,096-380-5221,●,,●,●,,
8,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-380-5500,http://www.united-toyotakumamoto.jp/,,,,,,,,U Forest 東バイパス,熊本市東区下南部３丁目１４－３,096-380-5500,,●,●,●,,
9,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-382-0222,http://www.united-toyotakumamoto.jp/,,,,,,,,ネッツスクエア東店,熊本市東区西原３丁目１－１７,096-382-0222,●,●,●,●,,
10,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-368-5131,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 健軍店,熊本市東区健軍４丁目４－３,096-368-5131,●,,●,●,,
11,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0969-23-1211,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 天草店,天草市瀬戸町６６,0969-23-1211,●,,●,●,,
12,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0968-62-6111,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 荒尾店,荒尾市荒尾２０２５－２,0968-62-6111,●,●,●,●,,
13,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0968-74-3411,http://www.united-toyotakumamoto.jp/,,,,,,,,ネッツスクエア玉名店,玉名市大倉７３２－１,0968-74-3411,●,●,●,●,,
14,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0968-73-2103,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 玉名店,玉名市築地４３８－１,0968-73-2103,●,●,●,●,,
15,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0965-35-4411,http://www.united-toyotakumamoto.jp/,,,,,,,,ネッツスクエア八代店,八代市本野町１９２１－１,0965-35-4411,●,,●,●,,
16,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0965-33-5155,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 八代店,八代市旭中央通１１－２,0965-33-5155,●,●,●,●,,
17,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0966-63-5121,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 水俣店,水俣市桜井町２丁目１－１,0966-63-5121,●,,●,●,,
18,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0966-23-2351,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 人吉店,人吉市下林町１８４－１,0966-23-2351,●,●,●,●,,
19,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0964-23-2111,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 宇土店,宇土市境目町３９０－２,0964-23-2111,●,,●,●,,
20,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,096-293-1231,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 大津店,菊池郡大津町大字引水１５７－１,096-293-1231,●,●,●,●,,
21,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0967-34-2211,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 阿蘇店,阿蘇市黒川１３７－１,0967-34-2211,●,●,●,●,,
22,ユナイテッドトヨタ熊本株式会社,熊本市中央区十禅寺４丁目1番１号,0964-56-3398,http://www.united-toyotakumamoto.jp/,,,,,,,,カローラ熊本 大矢野店,上天草市大矢野町上１５０１－１,0964-56-3398,●,,●,●,,
0,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-326-3600,http://www.netz-k.com/,,,,,,,,ネッツワールド田崎店,熊本市西区上代１丁目２－１,096-326-3600,●,●,●,●,,
1,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0968-42-3200,http://www.netz-k.com/,,,,,,,,ネッツワールド山鹿店,山鹿市鹿本町御宇田６７９－１,0968-42-3200,●,●,●,●,,
2,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-247-0070,http://www.netz-k.com/,,,,,,,,ネッツワールドアンビー合志店,熊本県合志市竹迫２２９８,096-247-0070,●,●,●,●,,
3,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-365-3151,http://www.netz-k.com/,,,,,,,,ネッツワールド健軍桜木店,熊本市東区桜木１丁目１９－２６,096-365-3151,●,●,●,●,,
4,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-281-7820,http://www.netz-k.com/,,,,,,,,オートモール　コラス御船店,熊本県上益城郡御船町小坂塘下１５１２－１,096-281-7820,●,●,●,●,,
5,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-358-1200,http://www.netz-k.com/,,,,,,,,ネッツワールド川尻店,熊本市南区南高江６丁目４－１２,096-358-1200,●,●,●,●,,
6,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-344-1811,http://www.netz-k.com/,,,,,,,,ネッツワールド清水店,熊本市北区飛田４丁目９－１３３,096-344-1811,●,●,●,●,,
7,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-382-3611,http://www.netz-k.com/,,,,,,,,ネッツワールド東バイパス店,熊本市東区新南部６丁目３－１２５,096-382-3611,●,●,●,●,,
8,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-380-7600,http://www.netz-k.com/,,,,,,,,東バイパスマイカーセンター,熊本市東区御領３丁目１８－１５,096-380-7600,,●,●,●,,
9,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,096-378-4111,http://www.netz-k.com/,,,,,,,,ネッツワールド浜線店,熊本市南区出仲間９丁目２－５０,096-378-4111,●,●,●,●,,
10,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0969-23-2151,http://www.netz-k.com/,,,,,,,,ネッツワールド天草店,天草市東浜町７－６,0969-23-2151,●,●,●,●,,
11,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0968-63-2587,http://www.netz-k.com/,,,,,,,,ネッツワールド荒尾店,荒尾市増永１９０１－２,0968-63-2587,●,●,●,●,,
12,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0965-33-3411,http://www.netz-k.com/,,,,,,,,ネッツワールド八代店,八代市長田町３２３１－１,0965-33-3411,●,●,●,●,,
13,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0966-63-1265,http://www.netz-k.com/,,,,,,,,ネッツワールド水俣店,水俣市昭和町２丁目１－５,0966-63-1265,●,●,●,●,,
14,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0966-23-3021,http://www.netz-k.com/,,,,,,,,ネッツワールド人吉店,人吉市下林町２２３－３,0966-23-3021,●,●,●,●,,
15,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0968-57-5100,http://www.netz-k.com/,,,,,,,,ネッツワールド玉名店,玉名市岱明町庄山６３４－５,0968-57-5100,●,●,●,●,,
16,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0964-33-1166,http://www.netz-k.com/,,,,,,,,ネッツワールド松橋店,宇城市松橋町両仲間９７－１,0964-33-1166,●,●,●,●,,
17,ネッツトヨタ熊本株式会社,熊本県熊本市東区新南部6-3-125,0967-34-2525,http://www.netz-k.com/,,,,,,,,ネッツワールド阿蘇店,阿蘇市黒川３３－３,0967-34-2525,●,●,●,●,,
0,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,097-569-1115,https://oita-toyota.jp,,,,,,,,本店,大分市大字宮崎１４２７－１,097-569-1115,●,,●,●,●,●
1,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,097-569-1147,https://oita-toyota.jp,,,,,,,,あっぱれＵ－Ｃａｒスタジアム,大分市大字宮崎８８８－１,097-569-1147,,●,●,,,
2,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,097-536-2626,https://oita-toyota.jp,,,,,,,,大分中央店,大分市住吉町２丁目６－２４,097-536-2626,●,,●,●,,
3,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,097-528-8777,https://oita-toyota.jp,,,,,,,,アケノプラザ,大分市大字猪野１６０８番地４,097-528-8777,●,,●,●,,
4,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0977-67-2111,https://oita-toyota.jp,,,,,,,,別府店,別府市中須賀東町　　　　　　　　　７－１,0977-67-2111,●,,●,●,,
5,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0979-24-2820,https://oita-toyota.jp,,,,,,,,中津店,中津市大字下池永字　　　壱丁畑９３２－１,0979-24-2820,●,,●,●,,
6,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0973-22-5184,https://oita-toyota.jp,,,,,,,,日田店,日田市若宮町１番２３,0973-22-5184,●,,●,●,,
7,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0972-22-3411,https://oita-toyota.jp,,,,,,,,佐伯店,佐伯市大字上岡　　　　　　　１５０４－１,0972-22-3411,●,,●,●,,
8,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0978-32-7700,https://oita-toyota.jp,,,,,,,,宇佐店,宇佐市大字辛島３４－１　（仮店舗）,0978-32-7700,●,,●,●,,
9,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0972-62-5135,https://oita-toyota.jp,,,,,,,,臼杵店,臼杵市大字市浜１１７８番地１,0972-62-5135,●,,●,●,,
10,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0974-63-3281,https://oita-toyota.jp,,,,,,,,竹田店,竹田市大字拝田原２１１番地の１,0974-63-3281,●,,●,●,,
11,大分トヨタ自動車株式会社,大分県大分市大字宮崎字口ノ坪１４２７番地の１,0978-62-3045,https://oita-toyota.jp,,,,,,,,杵築店,杵築市大字猪尾字中島６８－１１,0978-62-3045,●,,●,●,,
0,大分トヨペット株式会社,大分市王子南町８－２１,097-535-0212,http://www.oita-toyopet.com,,,,,,,,本社・王子店,大分市王子南町８番２１号,097-535-0212,●,,●,●,,
1,大分トヨペット株式会社,大分市王子南町８－２１,097-528-8211,http://www.oita-toyopet.com,,,,,,,,皆春店,大分市大字皆春字長刀１０２－１,097-528-8211,●,,●,●,,
2,大分トヨペット株式会社,大分市王子南町８－２１,097-569-1145,http://www.oita-toyopet.com,,,,,,,,Ｚ－Ｒ府内大橋店,大分市宮崎字素川５５６－１,097-569-1145,,●,●,,,
3,大分トヨペット株式会社,大分市王子南町８－２１,097-569-1131,http://www.oita-toyopet.com,,,,,,,,府内大橋店,大分市宮崎字素川５５６－１,097-569-1131,●,,●,●,,
4,大分トヨペット株式会社,大分市王子南町８－２１,097-574-5333,http://www.oita-toyopet.com,,,,,,,,わさだ店,大分市木上５０－１,097-574-5333,●,,●,●,,
5,大分トヨペット株式会社,大分市王子南町８－２１,0979-22-4171,http://www.oita-toyopet.com,,,,,,,,中津店,中津市大字宮夫字無生２２９－１,0979-22-4171,●,,●,●,,
6,大分トヨペット株式会社,大分市王子南町８－２１,0977-78-2222,http://www.oita-toyopet.com,,,,,,,,別府六勝園店,別府市上人ヶ浜町２番５７号,0977-78-2222,●,,●,●,●,●
7,大分トヨペット株式会社,大分市王子南町８－２１,0972-22-2451,http://www.oita-toyopet.com,,,,,,,,佐伯店,佐伯市鶴岡町１丁目３番１５号,0972-22-2451,●,,●,●,,
8,大分トヨペット株式会社,大分市王子南町８－２１,0973-22-7121,http://www.oita-toyopet.com,,,,,,,,日田店,日田市若宮町１番１８号,0973-22-7121,●,,●,●,,
9,大分トヨペット株式会社,大分市王子南町８－２１,0978-37-2770,http://www.oita-toyopet.com,,,,,,,,宇佐店,宇佐市大字岩崎字猫橋３４４－１,0978-37-2770,●,,●,●,,
0,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,097-543-4321,http://www.toyota.c-oita.co.jp,,,,,,,,本店,大分県大分市元町２組,097-543-4321,●,●,●,●,●,●
1,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,097-542-5800,http://www.toyota.c-oita.co.jp,,,,,,,,わさだ店,大分県大分市大字市字池田４１４－３,097-542-5800,●,●,●,●,,
2,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,097-532-9151,http://www.toyota.c-oita.co.jp,,,,,,,,西大分店,大分県大分市王子西町６番２０号,097-532-9151,●,●,●,●,,
3,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,097-558-7171,http://www.toyota.c-oita.co.jp,,,,,,,,大分東店,大分県大分市乙津町１番１０号,097-558-7171,●,●,●,●,,
4,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,097-553-1600,http://www.toyota.c-oita.co.jp,,,,,,,,萩原店,大分県大分市萩原１丁目８－１,097-553-1600,●,●,●,●,,
5,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0977-21-3422,http://www.toyota.c-oita.co.jp,,,,,,,,別府店,大分県別府市石垣東１０丁目７番１９号,0977-21-3422,●,●,●,●,,
6,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0978-32-6790,http://www.toyota.c-oita.co.jp,,,,,,,,宇佐店,大分県宇佐市大字辛島字時岡３４ー９,0978-32-6790,●,●,●,●,,
7,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0979-22-4315,http://www.toyota.c-oita.co.jp,,,,,,,,中津店,大分県中津市大字下池永字正手６５ー２,0979-22-4315,●,●,●,●,,
8,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0973-22-7125,http://www.toyota.c-oita.co.jp,,,,,,,,日田店,大分県日田市若宮町４１６ー２,0973-22-7125,●,●,●,●,,
9,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0974-22-3676,http://www.toyota.c-oita.co.jp,,,,,,,,三重店,大分県豊後大野市三重町赤嶺１１５３ー２５,0974-22-3676,●,●,●,●,,
10,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0972-62-9161,http://www.toyota.c-oita.co.jp,,,,,,,,臼杵店,大分県臼杵市大字市浜１０７２ー１,0972-62-9161,●,●,●,●,,
11,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0972-22-4311,http://www.toyota.c-oita.co.jp,,,,,,,,佐伯店,大分県佐伯市大字鶴望字亀の甲６４４ー２,0972-22-4311,●,●,●,●,,
12,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0978-72-3157,http://www.toyota.c-oita.co.jp,,,,,,,,国東店,大分県国東市国東町小原１９４５－１,0978-72-3157,●,●,●,●,,
13,トヨタカローラ大分株式会社,大分県大分市大字大分４６７８－２,0977-72-5667,http://www.toyota.c-oita.co.jp,,,,,,,,日出店,大分県速見郡日出町字小路１８４０ー１,0977-72-5667,●,●,●,●,,
0,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,097-522-0010,https://netz-oita.co.jp/,,,,,,,,ネスタ本店,大分県大分市三佐一丁目２番２３号,097-522-0010,●,,●,●,,
1,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,097-535-0171,https://netz-oita.co.jp/,,,,,,,,ネスタHappiness駅前店,大分県大分市金池町２丁目１０番,097-535-0171,●,,●,●,,
2,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,097-568-0010,https://netz-oita.co.jp/,,,,,,,,ネスタ府内大橋店,大分県大分市大字曲１４８２番地の１,097-568-0010,●,,●,●,,
3,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,0977-24-7373,https://netz-oita.co.jp/,,,,,,,,ネスタ別府店,大分県別府市石垣東１０丁目７番２号,0977-24-7373,●,●,●,●,,
4,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,0978-64-0220,https://netz-oita.co.jp/,,,,,,,,ネスタ杵築店,大分県杵築市猪尾６４番４号,0978-64-0220,●,,●,●,,
5,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,0978-32-2112,https://netz-oita.co.jp/,,,,,,,,ネスタＵＳＡ,大分県宇佐市大字四日市１０８８番,0978-32-2112,●,,●,●,,
6,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,0973-23-1174,https://netz-oita.co.jp/,,,,,,,,日田店,大分県日田市若宮町４１９番地の１,0973-23-1174,●,●,●,●,,
7,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,0972-46-0222,https://netz-oita.co.jp/,,,,,,,,ネスタ佐伯店,大分県佐伯市弥生大字井崎１６９５番地の１,0972-46-0222,●,,●,●,,
8,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,097-527-5008,https://netz-oita.co.jp/,,,,,,,,ネスタアウトレットEAST,大分県大分市三佐一丁目２番３９号,097-527-5008,,●,●,,,
9,ネッツトヨタ大分株式会社,大分県大分市三佐１－２－２３,097-540-7448,https://netz-oita.co.jp/,,,,,,,,ネスタＺ－ｔｅＮわさだ,大分県大分市大字市７７－１,097-540-7448,,●,●,,,
0,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,097-569-8772,http://www.netz-higashikyushu.co.jp,,,,,,,,Ｕ－Ｃａｒセンター,大分市宮崎８８８番地の１,097-569-8772,,●,●,,,
1,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,097-569-3711,http://www.netz-higashikyushu.co.jp,,,,,,,,本店,大分市宮崎字口ノ坪１４２７番地の１,097-569-3711,●,,●,●,,
2,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,097-538-3751,http://www.netz-higashikyushu.co.jp,,,,,,,,大分中央店,大分市中春日町　３５番地,097-538-3751,●,,●,●,,
3,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,097-553-3711,http://www.netz-higashikyushu.co.jp,,,,,,,,大分東店,大分市乙津港町　１丁目３－３４,097-553-3711,●,,●,●,,
4,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,0977-67-3177,http://www.netz-higashikyushu.co.jp,,,,,,,,別府店,別府市中須賀東町７－１,0977-67-3177,●,,●,●,,
5,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,0978-33-1181,http://www.netz-higashikyushu.co.jp,,,,,,,,宇佐・中津店,宇佐市大字富山８５番地の２,0978-33-1181,●,,●,●,,
6,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,0972-23-4711,http://www.netz-higashikyushu.co.jp,,,,,,,,佐伯店,佐伯市大字上岡１４７６－２,0972-23-4711,●,,●,●,,
7,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,0972-83-5350,http://www.netz-higashikyushu.co.jp,,,,,,,,臼杵店,臼杵市大字市浜字馬渡１１７８番地１,0972-83-5350,●,,●,●,,
8,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,0974-64-0355,http://www.netz-higashikyushu.co.jp,,,,,,,,竹田店,竹田市大字拝田原２１１番地の１,0974-64-0355,●,,●,●,,
9,ネッツトヨタ東九州株式会社,大分県大分市大字宮崎字口ノ坪1427番地の1,0973-22-5050,http://www.netz-higashikyushu.co.jp,,,,,,,,日田店,日田市若宮町１番２３,0973-22-5050,●,,●,●,,
0,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-23-5200,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎花ヶ島店,宮崎市花ヶ島町立毛　１００７番地１,0985-23-5200,●,●,●,●,,
1,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-25-1120,https://www.miyazakitoyota.jp/,,,,,,,,カローラＵ－Ｃａｒ花ヶ島店,宮崎市花ケ島町立毛　１００３番地,0985-25-1120,●,●,●,,,
2,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-25-1115,https://www.miyazakitoyota.jp/,,,,,,,,ネッツヒムカ花ヶ島店,宮崎市花ケ島町新地橋１１１０番地１,0985-25-1115,●,●,●,●,,
3,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-41-6833,https://www.miyazakitoyota.jp/,,,,,,,,ＳＵＶ　ＢＡＳＥ　宮崎店,宮崎市大字島之内字湯取６２４６－１,0985-41-6833,●,●,●,●,,
4,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-39-1177,https://www.miyazakitoyota.jp/,,,,,,,,ネッツヒムカ芳士店マイカセンター,宮崎市大字芳士字中原６１０番地,0985-39-1177,●,●,●,,,
5,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-39-5151,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎花ヶ島マイカ－センタ－,宮崎市大字芳士字谷口６９２－５０,0985-39-5151,●,●,●,,,
6,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-39-5151,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎花ヶ島店,宮崎市大字芳士字谷口６９２番地５０号,0985-39-5151,●,●,●,●,,
7,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-56-2111,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎空港店,宮崎市大字赤江字飛江田２０番地１,0985-56-2111,●,●,●,●,,
8,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-56-1248,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎郡司分店,宮崎市大字郡司分甲１０５６－１,0985-56-1248,●,●,●,●,,
9,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-47-1155,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎大塚店,宮崎市大塚町池ノ内　１１８４番地１,0985-47-1155,●,●,●,●,,
10,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-51-1131,https://www.miyazakitoyota.jp/,,,,,,,,ネッツヒムカ大塚店,宮崎市大塚町西ノ原１３０７番地,0985-51-1131,●,●,●,●,,
11,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0985-47-4511,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎大塚店,宮崎市大塚町池の内　１１８１番地１号,0985-47-4511,●,●,●,●,,
12,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-33-1290,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎延岡店,延岡市稲葉崎町４丁目２０５０番地１,0982-33-1290,●,●,●,●,,
13,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-21-5555,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎延岡店,延岡市別府町３９１８－１,0982-21-5555,●,●,●,●,,
14,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-32-1001,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎平原店,延岡市平原町５丁目１５０７番地１,0982-32-1001,●,●,●,●,,
15,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-35-0033,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎平原店,延岡市平原町５丁目１４９２番地１,0982-35-0033,●,●,●,●,,
16,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-21-5300,https://www.miyazakitoyota.jp/,,,,,,,,ネッツヒムカ延岡店,延岡市愛宕町２丁目１番地１１,0982-21-5300,●,●,●,●,,
17,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-54-8888,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎日向店,日向市大字財光寺字　桃ノ木５１９－１,0982-54-8888,●,●,●,●,,
18,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-53-5353,https://www.miyazakitoyota.jp/,,,,,,,,ネッツヒムカ日向店,日向市大王町１丁目９８番１,0982-53-5353,●,●,●,●,,
19,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0982-52-5261,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎日向店,日向市亀崎西１丁目７３番地１,0982-52-5261,●,●,●,●,,
20,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0983-22-3127,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎高鍋店,児湯郡高鍋町大字　　北高鍋２５９５,0983-22-3127,●,●,●,●,,
21,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0983-23-0770,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎高鍋店,児湯郡高鍋町大字蚊口浦５５５２番地,0983-23-0770,●,●,●,●,,
22,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0986-47-1650,https://www.miyazakitoyota.jp/,,,,,,,,ネッツヒムカ都城店,都城市太郎坊町６０６１番地,0986-47-1650,●,●,●,●,,
23,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0986-38-1515,https://www.miyazakitoyota.jp/,,,,,,,,カローラ宮崎都城店,都城市都北町　６０１３番地２,0986-38-1515,●,●,●,●,,
24,宮崎トヨタ,宮崎市大字芳士字谷口６９２－１７,0986-38-3000,https://www.miyazakitoyota.jp/,,,,,,,,ネッツ宮崎都城店,都城市都北町６３３０,0986-38-3000,●,●,●,●,,
